date,description,categorie,type,montant
2026-04-08,Facture Client - Fret Régional,Ventes,credit,327433
2026-04-08,Facture Client - Déménagement,Ventes,credit,96296
2026-04-08,Facture Client - Déménagement,Ventes,credit,188861
2026-04-08,Plein de Carburant (Flotte),Carburant,debit,60609
2026-04-08,Réparation Camion / Pièces,Entretien,debit,218414
2026-04-09,Facture Client - Déménagement,Ventes,credit,119637
2026-04-09,Plein de Carburant (Flotte),Carburant,debit,44640
2026-04-10,Facture Client - Déménagement,Ventes,credit,155280
2026-04-10,Facture Client - Livraison Express,Ventes,credit,40663
2026-04-12,Facture Client - Déménagement,Ventes,credit,137730
2026-04-12,Facture Client - Déménagement,Ventes,credit,97040
2026-04-12,Facture Client - Déménagement,Ventes,credit,82460
2026-04-12,Facture Client - Fret Régional,Ventes,credit,394857
2026-04-12,Plein de Carburant (Flotte),Carburant,debit,60185
2026-04-13,Facture Client - Livraison Express,Ventes,credit,35869
2026-04-13,Facture Client - Fret Régional,Ventes,credit,219816
2026-04-13,Facture Client - Livraison Express,Ventes,credit,30222
2026-04-13,Facture Client - Déménagement,Ventes,credit,196811
2026-04-13,Plein de Carburant (Flotte),Carburant,debit,78436
2026-04-14,Facture Client - Fret Régional,Ventes,credit,349000
2026-04-14,Facture Client - Livraison Express,Ventes,credit,26549
2026-04-14,Facture Client - Fret Régional,Ventes,credit,394430
2026-04-14,Facture Client - Fret Régional,Ventes,credit,348638
2026-04-14,Plein de Carburant (Flotte),Carburant,debit,62595
2026-04-15,Facture Client - Livraison Express,Ventes,credit,55210
2026-04-15,Facture Client - Livraison Express,Ventes,credit,64468
2026-04-15,Plein de Carburant (Flotte),Carburant,debit,44187
2026-04-16,Facture Client - Fret Régional,Ventes,credit,279432
2026-04-16,Facture Client - Déménagement,Ventes,credit,193321
2026-04-16,Facture Client - Livraison Express,Ventes,credit,25614
2026-04-16,Facture Client - Déménagement,Ventes,credit,153022
2026-04-17,Facture Client - Livraison Express,Ventes,credit,50784
2026-04-17,Facture Client - Livraison Express,Ventes,credit,44661
2026-04-18,Facture Client - Livraison Express,Ventes,credit,32786
2026-04-18,Facture Client - Déménagement,Ventes,credit,84887
2026-04-18,Facture Client - Livraison Express,Ventes,credit,32147
2026-04-18,Facture Client - Fret Régional,Ventes,credit,330441
2026-04-18,Plein de Carburant (Flotte),Carburant,debit,58940
2026-04-20,Facture Client - Livraison Express,Ventes,credit,34616
2026-04-20,Facture Client - Fret Régional,Ventes,credit,328917
2026-04-21,Facture Client - Livraison Express,Ventes,credit,69414
2026-04-21,Facture Client - Fret Régional,Ventes,credit,313397
2026-04-21,Facture Client - Fret Régional,Ventes,credit,234310
2026-04-21,Facture Client - Livraison Express,Ventes,credit,71341
2026-04-21,Plein de Carburant (Flotte),Carburant,debit,88617
2026-04-22,Facture Client - Livraison Express,Ventes,credit,29771
2026-04-22,Facture Client - Déménagement,Ventes,credit,116733
2026-04-22,Facture Client - Livraison Express,Ventes,credit,73596
2026-04-22,Plein de Carburant (Flotte),Carburant,debit,81477
2026-04-23,Facture Client - Livraison Express,Ventes,credit,73585
2026-04-23,Facture Client - Livraison Express,Ventes,credit,70651
2026-04-23,Facture Client - Déménagement,Ventes,credit,87523
2026-04-24,Facture Client - Fret Régional,Ventes,credit,377994
2026-04-24,Facture Client - Déménagement,Ventes,credit,90689
2026-04-24,Facture Client - Déménagement,Ventes,credit,189421
2026-04-24,Facture Client - Fret Régional,Ventes,credit,341569
2026-04-24,Plein de Carburant (Flotte),Carburant,debit,41057
2026-04-24,Réparation Camion / Pièces,Entretien,debit,190539
2026-04-25,Facture Client - Déménagement,Ventes,credit,93942
2026-04-25,Facture Client - Livraison Express,Ventes,credit,42887
2026-04-25,Facture Client - Livraison Express,Ventes,credit,71924
2026-04-25,Facture Client - Livraison Express,Ventes,credit,36958
2026-04-26,Plein de Carburant (Flotte),Carburant,debit,75535
2026-04-27,Facture Client - Livraison Express,Ventes,credit,37209
2026-04-27,Facture Client - Fret Régional,Ventes,credit,172606
2026-04-27,Plein de Carburant (Flotte),Carburant,debit,73047
2026-04-28,Facture Client - Déménagement,Ventes,credit,100096
2026-04-28,Facture Client - Déménagement,Ventes,credit,112594
2026-04-28,Facture Client - Déménagement,Ventes,credit,166541
2026-04-28,Facture Client - Déménagement,Ventes,credit,103747
2026-04-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2026-04-29,Facture Client - Livraison Express,Ventes,credit,48991
2026-04-29,Facture Client - Livraison Express,Ventes,credit,70478
2026-04-29,Plein de Carburant (Flotte),Carburant,debit,89523
2026-04-30,Facture Client - Livraison Express,Ventes,credit,29711
2026-04-30,Plein de Carburant (Flotte),Carburant,debit,87836
2026-05-01,Facture Client - Fret Régional,Ventes,credit,364893
2026-05-01,Plein de Carburant (Flotte),Carburant,debit,78648
2026-05-04,Facture Client - Fret Régional,Ventes,credit,164086
2026-05-04,Facture Client - Fret Régional,Ventes,credit,377053
2026-05-04,Plein de Carburant (Flotte),Carburant,debit,85050
2026-05-05,Facture Client - Fret Régional,Ventes,credit,203801
2026-05-05,Facture Client - Déménagement,Ventes,credit,85525
2026-05-05,Plein de Carburant (Flotte),Carburant,debit,70882
2026-05-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2026-05-05,Réparation Camion / Pièces,Entretien,debit,350046
2026-05-06,Facture Client - Déménagement,Ventes,credit,182176
2026-05-06,Plein de Carburant (Flotte),Carburant,debit,53902
2026-05-07,Facture Client - Livraison Express,Ventes,credit,61444
2026-05-07,Facture Client - Livraison Express,Ventes,credit,66689
2026-05-07,Facture Client - Fret Régional,Ventes,credit,222428
2026-05-07,Facture Client - Déménagement,Ventes,credit,174488
2026-05-07,Plein de Carburant (Flotte),Carburant,debit,76828
2026-05-08,Facture Client - Livraison Express,Ventes,credit,68655
2026-05-08,Facture Client - Livraison Express,Ventes,credit,54862
2026-05-08,Facture Client - Livraison Express,Ventes,credit,36486
2026-05-08,Plein de Carburant (Flotte),Carburant,debit,86242
2026-05-09,Plein de Carburant (Flotte),Carburant,debit,56459
2026-05-10,Facture Client - Livraison Express,Ventes,credit,67366
2026-05-10,Facture Client - Fret Régional,Ventes,credit,363252
2026-05-10,Facture Client - Déménagement,Ventes,credit,190205
2026-05-11,Facture Client - Livraison Express,Ventes,credit,35945
2026-05-11,Facture Client - Déménagement,Ventes,credit,106614
2026-05-11,Plein de Carburant (Flotte),Carburant,debit,59167
2026-05-12,Facture Client - Livraison Express,Ventes,credit,56886
2026-05-12,Facture Client - Déménagement,Ventes,credit,190535
2026-05-12,Facture Client - Fret Régional,Ventes,credit,376685
2026-05-12,Plein de Carburant (Flotte),Carburant,debit,87730
2026-05-13,Facture Client - Fret Régional,Ventes,credit,339149
2026-05-13,Facture Client - Livraison Express,Ventes,credit,55937
2026-05-13,Facture Client - Déménagement,Ventes,credit,131966
2026-05-13,Facture Client - Fret Régional,Ventes,credit,223157
2026-05-13,Plein de Carburant (Flotte),Carburant,debit,40531
2026-05-14,Facture Client - Livraison Express,Ventes,credit,47967
2026-05-14,Facture Client - Déménagement,Ventes,credit,152697
2026-05-14,Facture Client - Livraison Express,Ventes,credit,74929
2026-05-14,Facture Client - Livraison Express,Ventes,credit,62226
2026-05-14,Plein de Carburant (Flotte),Carburant,debit,49674
2026-05-15,Facture Client - Fret Régional,Ventes,credit,254304
2026-05-15,Facture Client - Fret Régional,Ventes,credit,290384
2026-05-15,Facture Client - Livraison Express,Ventes,credit,41912
2026-05-15,Plein de Carburant (Flotte),Carburant,debit,68285
2026-05-16,Plein de Carburant (Flotte),Carburant,debit,84646
2026-05-17,Facture Client - Livraison Express,Ventes,credit,54744
2026-05-17,Facture Client - Livraison Express,Ventes,credit,41843
2026-05-18,Facture Client - Déménagement,Ventes,credit,188892
2026-05-18,Facture Client - Livraison Express,Ventes,credit,55198
2026-05-18,Facture Client - Déménagement,Ventes,credit,104805
2026-05-18,Facture Client - Fret Régional,Ventes,credit,272412
2026-05-18,Plein de Carburant (Flotte),Carburant,debit,60873
2026-05-19,Facture Client - Fret Régional,Ventes,credit,316057
2026-05-19,Facture Client - Livraison Express,Ventes,credit,43753
2026-05-19,Facture Client - Déménagement,Ventes,credit,184779
2026-05-19,Plein de Carburant (Flotte),Carburant,debit,76127
2026-05-20,Facture Client - Déménagement,Ventes,credit,131032
2026-05-20,Facture Client - Fret Régional,Ventes,credit,337235
2026-05-20,Facture Client - Fret Régional,Ventes,credit,325404
2026-05-20,Facture Client - Déménagement,Ventes,credit,139741
2026-05-20,Plein de Carburant (Flotte),Carburant,debit,78416
2026-05-21,Facture Client - Livraison Express,Ventes,credit,33883
2026-05-21,Facture Client - Livraison Express,Ventes,credit,33662
2026-05-21,Facture Client - Déménagement,Ventes,credit,155202
2026-05-21,Facture Client - Déménagement,Ventes,credit,89052
2026-05-21,Plein de Carburant (Flotte),Carburant,debit,62415
2026-05-22,Facture Client - Fret Régional,Ventes,credit,205992
2026-05-22,Plein de Carburant (Flotte),Carburant,debit,60202
2026-05-24,Plein de Carburant (Flotte),Carburant,debit,70605
2026-05-25,Facture Client - Déménagement,Ventes,credit,179584
2026-05-25,Facture Client - Fret Régional,Ventes,credit,211878
2026-05-25,Facture Client - Déménagement,Ventes,credit,199803
2026-05-25,Facture Client - Livraison Express,Ventes,credit,59188
2026-05-26,Facture Client - Livraison Express,Ventes,credit,54487
2026-05-26,Facture Client - Déménagement,Ventes,credit,152818
2026-05-26,Plein de Carburant (Flotte),Carburant,debit,40614
2026-05-27,Facture Client - Livraison Express,Ventes,credit,25459
2026-05-27,Plein de Carburant (Flotte),Carburant,debit,45442
2026-05-28,Facture Client - Fret Régional,Ventes,credit,153681
2026-05-28,Facture Client - Fret Régional,Ventes,credit,162798
2026-05-28,Facture Client - Fret Régional,Ventes,credit,278086
2026-05-28,Plein de Carburant (Flotte),Carburant,debit,88025
2026-05-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2026-05-29,Facture Client - Fret Régional,Ventes,credit,353393
2026-05-29,Facture Client - Déménagement,Ventes,credit,171668
2026-05-29,Facture Client - Fret Régional,Ventes,credit,267454
2026-05-29,Facture Client - Fret Régional,Ventes,credit,314897
2026-05-29,Plein de Carburant (Flotte),Carburant,debit,67234
2026-05-31,Facture Client - Fret Régional,Ventes,credit,182710
2026-05-31,Facture Client - Livraison Express,Ventes,credit,39644
2026-06-01,Facture Client - Déménagement,Ventes,credit,96236
2026-06-01,Facture Client - Fret Régional,Ventes,credit,174548
2026-06-01,Facture Client - Fret Régional,Ventes,credit,342462
2026-06-01,Facture Client - Fret Régional,Ventes,credit,260382
2026-06-01,Plein de Carburant (Flotte),Carburant,debit,83223
2026-06-02,Facture Client - Fret Régional,Ventes,credit,344260
2026-06-02,Plein de Carburant (Flotte),Carburant,debit,65199
2026-06-03,Facture Client - Fret Régional,Ventes,credit,200740
2026-06-03,Réparation Camion / Pièces,Entretien,debit,342442
2026-06-04,Facture Client - Livraison Express,Ventes,credit,26479
2026-06-04,Plein de Carburant (Flotte),Carburant,debit,69545
2026-06-05,Facture Client - Livraison Express,Ventes,credit,43900
2026-06-05,Facture Client - Livraison Express,Ventes,credit,71027
2026-06-05,Plein de Carburant (Flotte),Carburant,debit,76132
2026-06-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2026-06-06,Facture Client - Livraison Express,Ventes,credit,61145
2026-06-06,Facture Client - Fret Régional,Ventes,credit,273955
2026-06-06,Plein de Carburant (Flotte),Carburant,debit,77503
2026-06-06,Réparation Camion / Pièces,Entretien,debit,211684
2026-06-07,Facture Client - Fret Régional,Ventes,credit,398323
2026-06-08,Facture Client - Fret Régional,Ventes,credit,173982
2026-06-08,Facture Client - Livraison Express,Ventes,credit,30678
2026-06-08,Plein de Carburant (Flotte),Carburant,debit,51110
2026-06-09,Facture Client - Déménagement,Ventes,credit,192153
2026-06-09,Plein de Carburant (Flotte),Carburant,debit,88879
2026-06-10,Facture Client - Livraison Express,Ventes,credit,56640
2026-06-10,Facture Client - Déménagement,Ventes,credit,124422
2026-06-10,Facture Client - Fret Régional,Ventes,credit,378743
2026-06-10,Plein de Carburant (Flotte),Carburant,debit,45621
2026-06-11,Facture Client - Fret Régional,Ventes,credit,155171
2026-06-11,Facture Client - Fret Régional,Ventes,credit,206412
2026-06-12,Facture Client - Déménagement,Ventes,credit,167411
2026-06-13,Facture Client - Déménagement,Ventes,credit,175998
2026-06-13,Facture Client - Déménagement,Ventes,credit,183298
2026-06-13,Facture Client - Fret Régional,Ventes,credit,381321
2026-06-13,Facture Client - Déménagement,Ventes,credit,198240
2026-06-13,Plein de Carburant (Flotte),Carburant,debit,73330
2026-06-14,Facture Client - Déménagement,Ventes,credit,125923
2026-06-14,Plein de Carburant (Flotte),Carburant,debit,70918
2026-06-15,Facture Client - Fret Régional,Ventes,credit,173530
2026-06-15,Facture Client - Fret Régional,Ventes,credit,352917
2026-06-15,Plein de Carburant (Flotte),Carburant,debit,53422
2026-06-15,Paiement Taxes / Patente,Impôts,debit,600000
2026-06-16,Facture Client - Livraison Express,Ventes,credit,35840
2026-06-16,Facture Client - Livraison Express,Ventes,credit,43535
2026-06-16,Facture Client - Déménagement,Ventes,credit,193327
2026-06-16,Facture Client - Livraison Express,Ventes,credit,43601
2026-06-16,Plein de Carburant (Flotte),Carburant,debit,48816
2026-06-17,Facture Client - Fret Régional,Ventes,credit,224349
2026-06-17,Plein de Carburant (Flotte),Carburant,debit,60968
2026-06-17,Réparation Camion / Pièces,Entretien,debit,486995
2026-06-18,Facture Client - Livraison Express,Ventes,credit,54468
2026-06-19,Facture Client - Déménagement,Ventes,credit,156763
2026-06-19,Facture Client - Livraison Express,Ventes,credit,31281
2026-06-19,Plein de Carburant (Flotte),Carburant,debit,71148
2026-06-20,Facture Client - Livraison Express,Ventes,credit,61358
2026-06-20,Facture Client - Livraison Express,Ventes,credit,37136
2026-06-20,Facture Client - Livraison Express,Ventes,credit,55969
2026-06-20,Facture Client - Livraison Express,Ventes,credit,56253
2026-06-20,Plein de Carburant (Flotte),Carburant,debit,44628
2026-06-21,Plein de Carburant (Flotte),Carburant,debit,68950
2026-06-22,Facture Client - Livraison Express,Ventes,credit,50117
2026-06-23,Facture Client - Fret Régional,Ventes,credit,193740
2026-06-23,Facture Client - Déménagement,Ventes,credit,164153
2026-06-23,Facture Client - Livraison Express,Ventes,credit,66345
2026-06-23,Plein de Carburant (Flotte),Carburant,debit,80427
2026-06-24,Facture Client - Déménagement,Ventes,credit,110373
2026-06-24,Facture Client - Fret Régional,Ventes,credit,208425
2026-06-24,Facture Client - Livraison Express,Ventes,credit,72748
2026-06-24,Facture Client - Fret Régional,Ventes,credit,384919
2026-06-25,Facture Client - Déménagement,Ventes,credit,95166
2026-06-25,Facture Client - Déménagement,Ventes,credit,160331
2026-06-25,Plein de Carburant (Flotte),Carburant,debit,76066
2026-06-26,Facture Client - Fret Régional,Ventes,credit,345421
2026-06-26,Facture Client - Fret Régional,Ventes,credit,372032
2026-06-26,Facture Client - Déménagement,Ventes,credit,167207
2026-06-26,Facture Client - Fret Régional,Ventes,credit,272737
2026-06-26,Plein de Carburant (Flotte),Carburant,debit,75149
2026-06-27,Facture Client - Livraison Express,Ventes,credit,28332
2026-06-27,Facture Client - Fret Régional,Ventes,credit,324905
2026-06-27,Facture Client - Livraison Express,Ventes,credit,69987
2026-06-27,Facture Client - Déménagement,Ventes,credit,195697
2026-06-27,Plein de Carburant (Flotte),Carburant,debit,41947
2026-06-28,Plein de Carburant (Flotte),Carburant,debit,80000
2026-06-28,Paiement Salaires (Chauffeurs),Salaires,debit,850000
2026-06-28,Réparation Camion / Pièces,Entretien,debit,159485
2026-06-29,Facture Client - Fret Régional,Ventes,credit,338532
2026-06-29,Facture Client - Déménagement,Ventes,credit,155418
2026-06-29,Facture Client - Livraison Express,Ventes,credit,61719
2026-06-30,Facture Client - Livraison Express,Ventes,credit,32394
2026-06-30,Facture Client - Déménagement,Ventes,credit,149487
2026-06-30,Plein de Carburant (Flotte),Carburant,debit,69013
2026-07-01,Facture Client - Déménagement,Ventes,credit,133102
2026-07-01,Facture Client - Déménagement,Ventes,credit,92752
2026-07-01,Facture Client - Déménagement,Ventes,credit,198161
2026-07-01,Plein de Carburant (Flotte),Carburant,debit,70443
2026-07-02,Facture Client - Déménagement,Ventes,credit,157008
2026-07-02,Facture Client - Livraison Express,Ventes,credit,59106
2026-07-02,Facture Client - Fret Régional,Ventes,credit,267598
2026-07-03,Facture Client - Déménagement,Ventes,credit,158049
2026-07-03,Plein de Carburant (Flotte),Carburant,debit,87258
2026-07-04,Plein de Carburant (Flotte),Carburant,debit,87137
2026-07-05,Loyer Entrepôt Logistique,Loyer,debit,400000
2026-07-06,Facture Client - Déménagement,Ventes,credit,144685
2026-07-06,Facture Client - Fret Régional,Ventes,credit,238895
2026-07-06,Plein de Carburant (Flotte),Carburant,debit,47734
2026-07-07,Facture Client - Fret Régional,Ventes,credit,220567
2026-07-07,Facture Client - Déménagement,Ventes,credit,108241
2026-07-07,Facture Client - Livraison Express,Ventes,credit,48623
2026-07-07,Plein de Carburant (Flotte),Carburant,debit,78766
2026-07-08,Facture Client - Livraison Express,Ventes,credit,28803
2026-07-08,Facture Client - Livraison Express,Ventes,credit,29149
2026-07-08,Plein de Carburant (Flotte),Carburant,debit,74754
2026-07-09,Facture Client - Déménagement,Ventes,credit,103429
2026-07-09,Facture Client - Fret Régional,Ventes,credit,387732
2026-07-09,Plein de Carburant (Flotte),Carburant,debit,75480
2026-07-10,Facture Client - Déménagement,Ventes,credit,165206
2026-07-11,Facture Client - Fret Régional,Ventes,credit,373693
2026-07-11,Plein de Carburant (Flotte),Carburant,debit,79107
2026-07-12,Plein de Carburant (Flotte),Carburant,debit,53498
2026-07-13,Facture Client - Déménagement,Ventes,credit,125843
2026-07-13,Facture Client - Fret Régional,Ventes,credit,305395
2026-07-13,Plein de Carburant (Flotte),Carburant,debit,64580
2026-07-14,Facture Client - Déménagement,Ventes,credit,130520
2026-07-14,Plein de Carburant (Flotte),Carburant,debit,69451
2026-07-15,Facture Client - Livraison Express,Ventes,credit,31452
2026-07-15,Facture Client - Fret Régional,Ventes,credit,192481
2026-07-16,Facture Client - Déménagement,Ventes,credit,122474
2026-07-16,Facture Client - Déménagement,Ventes,credit,171036
2026-07-16,Plein de Carburant (Flotte),Carburant,debit,66507
2026-07-17,Facture Client - Fret Régional,Ventes,credit,386041
2026-07-17,Facture Client - Livraison Express,Ventes,credit,55789
2026-07-17,Facture Client - Fret Régional,Ventes,credit,218608
2026-07-17,Facture Client - Déménagement,Ventes,credit,163404
2026-07-18,Facture Client - Déménagement,Ventes,credit,170988
2026-07-18,Facture Client - Déménagement,Ventes,credit,171406
2026-07-18,Plein de Carburant (Flotte),Carburant,debit,81548
2026-07-19,Plein de Carburant (Flotte),Carburant,debit,76114
2026-07-20,Facture Client - Fret Régional,Ventes,credit,313188
